seqn.,myunique_id,myanger_direction,Target,mydeveloper_comment,R11,R12,R31,R32,R51,R52,POS,DEP,Targets
481,725564_5,ob,that,'ReassignPartitionsCommand 2.1 I did not do that as it makes the code ugly and it does not cause any harm.',,,,,it ,I ,"[(""'"", '``'), ('ReassignPartitionsCommand', 'NN'), ('2.1', 'CD'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('do', 'VB'), ('that', 'DT'), ('as', 'IN'), ('it', 'PRP'), ('makes', 'VBZ'), ('the', 'DT'), ('code', 'NN'), ('ugly', 'JJ'), ('and', 'CC'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('cause', 'VB'), ('any', 'DT'), ('harm', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('nsubj', 7, 2), ('nummod', 2, 3), ('nsubj', 7, 4), ('aux', 7, 5), ('advmod', 7, 6), ('obj', 7, 8), ('mark', 11, 9), ('nsubj', 11, 10), ('advcl', 7, 11), ('det', 13, 12), ('nsubj', 14, 13), ('xcomp', 11, 14), ('cc', 19, 15), ('nsubj', 19, 16), ('aux', 19, 17), ('advmod', 19, 18), ('conj', 11, 19), ('det', 21, 20), ('obj', 19, 21), ('punct', 7, 22), ('punct', 7, 23)]",we 
482,262686_1,ob,issues,'I committed fixes for annoying issues with the plugin TUSCANY-2175 in trunk SVN revision 643158.',,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('committed', 'VBD'), ('fixes', 'NNS'), ('for', 'IN'), ('annoying', 'JJ'), ('issues', 'NNS'), ('with', 'IN'), ('the', 'DT'), ('plugin', 'NN'), ('TUSCANY', 'NN'), ('-', 'HYPH'), ('2175', 'CD'), ('in', 'IN'), ('trunk', 'NN'), ('SVN', 'NN'), ('revision', 'NN'), ('643158', 'CD'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('obj', 3, 4), ('case', 7, 5), ('amod', 7, 6), ('obl', 3, 7), ('case', 11, 8), ('det', 11, 9), ('compound', 11, 10), ('nmod', 7, 11), ('punct', 11, 12), ('nummod', 11, 13), ('case', 17, 14), ('compound', 16, 15), ('compound', 17, 16), ('nmod', 11, 17), ('nummod', 17, 18), ('punct', 3, 19), ('punct', 3, 20)]",it I 
483,418310_7,self,me,'stupid me I saved that cleanup once I got the guice working.. and then I forgot.' ,,,,,,me ,"[(""'"", '``'), ('stupid', 'JJ'), ('me', 'PRP'), ('I', 'PRP'), ('saved', 'VBD'), ('that', 'IN'), ('cleanup', 'NN'), ('once', 'IN'), ('I', 'PRP'), ('got', 'VBD'), ('the', 'DT'), ('guice', 'NN'), ('working', 'NN'), ('.', '.'), ('.', '.'), ('and', 'CC'), ('then', 'RB'), ('I', 'PRP'), ('forgot', 'VBD'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('advmod', 5, 2), ('nsubj', 5, 3), ('nsubj', 5, 4), ('obj', 5, 6), ('dep', 6, 7), ('mark', 10, 8), ('nsubj', 10, 9), ('dep', 7, 10), ('det', 13, 11), ('compound', 13, 12), ('obj', 10, 13), ('punct', 5, 14), ('ROOT', 0, 1), ('ROOT', 0, 4), ('cc', 4, 1), ('advmod', 4, 2), ('nsubj', 4, 3), ('punct', 4, 5), ('ROOT', 0, 1)]",I 
484,251846_13,ob,page,'I know the page is ugly and maybe quite confusing specially after seeing Niall's...' ,,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('know', 'VBP'), ('the', 'DT'), ('page', 'NN'), ('is', 'VBZ'), ('ugly', 'JJ'), ('and', 'CC'), ('maybe', 'RB'), ('quite', 'RB'), ('confusing', 'JJ'), ('specially', 'RB'), ('after', 'IN'), ('seeing', 'VBG'), ('Niall', 'NNP'), (""'s"", 'POS'), ('...', ':'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('nsubj', 3, 2), ('parataxis', 7, 3), ('det', 5, 4), ('nsubj', 7, 5), ('cop', 7, 6), ('cc', 11, 8), ('advmod', 11, 9), ('advmod', 11, 10), ('conj', 7, 11), ('advmod', 7, 12), ('case', 14, 13), ('obl', 12, 14), ('nmod:poss', 14, 15), ('case', 15, 16), ('punct', 7, 17), ('punct', 7, 18)]",me 
485,1317742_1,self,I,'I am being dumb.' ,,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('being', 'VBG'), ('dumb', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('cop', 5, 4), ('punct', 5, 6), ('punct', 5, 7)]",
486,1165476_28,ob,,'Reporting every 30000 msecs 355024 more msecs left before giving up.',,,,,,,"[(""'"", '``'), ('Reporting', 'VBG'), ('every', 'DT'), ('30000', 'CD'), ('msecs', 'NNS'), ('355024', 'CD'), ('more', 'JJR'), ('msecs', 'NNS'), ('left', 'VBN'), ('before', 'IN'), ('giving', 'VBG'), ('up', 'RP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 2), ('punct', 2, 1), ('det', 5, 3), ('nummod', 5, 4), ('obj', 2, 5), ('nummod', 8, 6), ('amod', 8, 7), ('nsubj', 9, 8), ('dep', 5, 9), ('mark', 11, 10), ('advcl', 9, 11), ('compound:prt', 11, 12), ('punct', 2, 13), ('punct', 2, 14)]",
487,1444883_1,self,I (implicito),'Sorry duplicate of a bug previously submitted by myself......how dumb is that?' ,,,,,,,"[(""'"", '``'), ('Sorry', 'JJ'), ('duplicate', 'NN'), ('of', 'IN'), ('a', 'DT'), ('bug', 'NN'), ('previously', 'RB'), ('submitted', 'VBN'), ('by', 'IN'), ('myself', 'PRP'), ('......', ','), ('how', 'WRB'), ('dumb', 'JJ'), ('is', 'VBZ'), ('that', 'IN'), ('?', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('amod', 3, 2), ('dep', 1, 3), ('case', 6, 4), ('det', 6, 5), ('nmod', 3, 6), ('advmod', 8, 7), ('acl', 6, 8), ('case', 10, 9), ('obl', 8, 10), ('punct', 8, 11), ('advmod', 13, 12), ('nsubj', 14, 13), ('ccomp', 8, 14), ('nsubj', 14, 15), ('punct', 3, 16), ('punct', 3, 17)]",
488,579074_8,oth,users,'They also do what they do as part of a bigger picture of making it easier for dumb users to use the systems.' ,,,,,,They ,"[(""'"", '``'), ('They', 'PRP'), ('also', 'RB'), ('do', 'VBP'), ('what', 'WP'), ('they', 'PRP'), ('do', 'VBP'), ('as', 'IN'), ('part', 'NN'), ('of', 'IN'), ('a', 'DT'), ('bigger', 'JJR'), ('picture', 'NN'), ('of', 'IN'), ('making', 'VBG'), ('it', 'PRP'), ('easier', 'JJR'), ('for', 'IN'), ('dumb', 'JJ'), ('users', 'NNS'), ('to', 'TO'), ('use', 'VB'), ('the', 'DT'), ('systems', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('advmod', 4, 3), ('obj', 7, 5), ('nsubj', 7, 6), ('ccomp', 4, 7), ('case', 9, 8), ('obl', 7, 9), ('case', 13, 10), ('det', 13, 11), ('amod', 13, 12), ('nmod', 9, 13), ('mark', 15, 14), ('acl', 13, 15), ('nsubj', 17, 16), ('xcomp', 15, 17), ('mark', 22, 18), ('amod', 20, 19), ('nsubj', 22, 20), ('mark', 22, 21), ('advcl', 17, 22), ('det', 24, 23), ('obj', 22, 24), ('punct', 4, 25), ('punct', 4, 26)]",
489,1191583_2,ob,solution,'Obviously though this is not a good solution to the problem since we cannot select different locales when there is more than one language involved. ' ,,,,,we ,,"[(""'"", '``'), ('Obviously', 'RB'), ('though', 'IN'), ('this', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('solution', 'NN'), ('to', 'IN'), ('the', 'DT'), ('problem', 'NN'), ('since', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('select', 'VB'), ('different', 'JJ'), ('locales', 'NNS'), ('when', 'WRB'), ('there', 'EX'), ('is', 'VBZ'), ('more', 'JJR'), ('than', 'IN'), ('one', 'CD'), ('language', 'NN'), ('involved', 'VBN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('mark', 9, 3), ('nsubj', 9, 4), ('cop', 9, 5), ('advmod', 9, 6), ('det', 9, 7), ('amod', 9, 8), ('dep', 2, 9), ('case', 12, 10), ('det', 12, 11), ('nmod', 9, 12), ('mark', 17, 13), ('nsubj', 17, 14), ('aux', 17, 15), ('advmod', 17, 16), ('advcl', 9, 17), ('amod', 19, 18), ('obj', 17, 19), ('advmod', 22, 20), ('expl', 22, 21), ('advcl', 17, 22), ('advmod', 25, 23), ('fixed', 23, 24), ('nummod', 26, 25), ('dep', 27, 26), ('xcomp', 22, 27), ('punct', 2, 28), ('punct', 2, 29)]",they They 
490,262373_3,self,I (implicito),'I had deleted some non-security changes in the previous patch and I might have deleted too much.' ,,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('had', 'VBD'), ('deleted', 'VBN'), ('some', 'DT'), ('non-security', 'JJ'), ('changes', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('previous', 'JJ'), ('patch', 'NN'), ('and', 'CC'), ('I', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('deleted', 'VBN'), ('too', 'RB'), ('much', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('det', 7, 5), ('amod', 7, 6), ('obj', 4, 7), ('case', 11, 8), ('det', 11, 9), ('amod', 11, 10), ('obl', 4, 11), ('cc', 16, 12), ('nsubj', 16, 13), ('aux', 16, 14), ('aux', 16, 15), ('conj', 4, 16), ('advmod', 18, 17), ('obj', 16, 18), ('punct', 4, 19), ('punct', 4, 20)]",we 
491,563625_9,ob,pages,'If we follow your proposal bad pages would promote more agressively than good pages...' ,,,,,,,"[(""'"", '``'), ('If', 'IN'), ('we', 'PRP'), ('follow', 'VBP'), ('your', 'PRP$'), ('proposal', 'NN'), ('bad', 'JJ'), ('pages', 'NNS'), ('would', 'MD'), ('promote', 'VB'), ('more', 'JJR'), ('agressively', 'RB'), ('than', 'IN'), ('good', 'JJ'), ('pages', 'NNS'), ('...', ':'), (""'"", ""''"")]","[('ROOT', 0, 1), ('mark', 4, 2), ('nsubj', 4, 3), ('dep', 1, 4), ('nmod:poss', 6, 5), ('dep', 10, 6), ('amod', 8, 7), ('nsubj', 10, 8), ('aux', 10, 9), ('ccomp', 4, 10), ('advmod', 12, 11), ('advmod', 10, 12), ('case', 15, 13), ('amod', 15, 14), ('obl', 12, 15), ('punct', 4, 16), ('punct', 16, 17)]",I 
492,1060817_4,ob,lists,'Please have a look how ugly lists are now.' ,,,,,,,"[(""'"", '``'), ('Please', 'UH'), ('have', 'VB'), ('a', 'DT'), ('look', 'NN'), ('how', 'WRB'), ('ugly', 'JJ'), ('lists', 'NNS'), ('are', 'VBP'), ('now', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('discourse', 3, 2), ('det', 5, 4), ('obj', 3, 5), ('advmod', 9, 6), ('amod', 8, 7), ('nsubj', 9, 8), ('ccomp', 5, 9), ('advmod', 9, 10), ('punct', 3, 11), ('punct', 3, 12)]",
493,316192_1,ob,components,'I have a bunch of ugly components for opening popups at the same time than you click on a LinkSubmit or DirectLink.' ,,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('bunch', 'NN'), ('of', 'IN'), ('ugly', 'JJ'), ('components', 'NNS'), ('for', 'IN'), ('opening', 'NN'), ('popups', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('time', 'NN'), ('than', 'IN'), ('you', 'PRP'), ('click', 'VB'), ('on', 'IN'), ('a', 'DT'), ('LinkSubmit', 'NNP'), ('or', 'CC'), ('DirectLink', 'NNP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('det', 5, 4), ('obj', 3, 5), ('case', 8, 6), ('amod', 8, 7), ('nmod', 5, 8), ('case', 11, 9), ('compound', 11, 10), ('nmod', 5, 11), ('case', 15, 12), ('det', 15, 13), ('amod', 15, 14), ('nmod', 5, 15), ('mark', 18, 16), ('nsubj', 18, 17), ('dep', 15, 18), ('case', 21, 19), ('det', 21, 20), ('obl', 18, 21), ('cc', 23, 22), ('conj', 21, 23), ('punct', 3, 24), ('punct', 3, 25)]",
494,314472_1,ob,results,'I have been adding logging output to see what is going on in getting some ugly results 090305 483 INFO Startup time 137 ms to build IoC Registry 359 ms overall.',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('have', 'VBP'), ('been', 'VBN'), ('adding', 'VBG'), ('logging', 'VBG'), ('output', 'NN'), ('to', 'TO'), ('see', 'VB'), ('what', 'WP'), ('is', 'VBZ'), ('going', 'VBG'), ('on', 'RP'), ('in', 'IN'), ('getting', 'VBG'), ('some', 'DT'), ('ugly', 'JJ'), ('results', 'NNS'), ('090305', 'CD'), ('483', 'CD'), ('INFO', 'NN'), ('Startup', 'NN'), ('time', 'NN'), ('137', 'CD'), ('ms', 'NN'), ('to', 'TO'), ('build', 'VB'), ('IoC', 'NNP'), ('Registry', 'NNP'), ('359', 'CD'), ('ms', 'NN'), ('overall', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('aux', 5, 4), ('dep', 1, 5), ('obj', 5, 6), ('obj', 6, 7), ('mark', 9, 8), ('xcomp', 5, 9), ('nsubj', 12, 10), ('aux', 12, 11), ('ccomp', 9, 12), ('compound:prt', 12, 13), ('mark', 15, 14), ('advcl', 12, 15), ('det', 18, 16), ('amod', 18, 17), ('xcomp', 15, 18), ('nummod', 23, 19), ('nummod', 21, 20), ('compound', 23, 21), ('compound', 23, 22), ('dep', 18, 23), ('nummod', 25, 24), ('nsubj', 27, 25), ('mark', 27, 26), ('acl', 23, 27), ('compound', 29, 28), ('iobj', 27, 29), ('nummod', 31, 30), ('dep', 29, 31), ('advmod', 27, 32), ('punct', 5, 33), ('punct', 5, 34)]",I 
495,308121_1,ob,problem,'Jonathan you have stumbled on an old ugly problem in Thrift.' ,,,,,,,"[(""'"", '``'), ('Jonathan', 'NNP'), ('you', 'PRP'), ('have', 'VBP'), ('stumbled', 'VBN'), ('on', 'IN'), ('an', 'DT'), ('old', 'JJ'), ('ugly', 'JJ'), ('problem', 'NN'), ('in', 'IN'), ('Thrift', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 5, 2), ('nsubj', 5, 3), ('aux', 5, 4), ('dep', 1, 5), ('case', 10, 6), ('det', 10, 7), ('amod', 10, 8), ('amod', 10, 9), ('obl', 5, 10), ('case', 12, 11), ('obl', 5, 12), ('punct', 5, 13), ('punct', 5, 14)]",
496,1351420_1,self,I (implicito),'I made a stupid mistake in my fix.' ,,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('made', 'VBD'), ('a', 'DT'), ('stupid', 'JJ'), ('mistake', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('fix', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('det', 6, 4), ('amod', 6, 5), ('obj', 3, 6), ('case', 9, 7), ('nmod:poss', 9, 8), ('obl', 3, 9), ('punct', 3, 10), ('punct', 3, 11)]",
497,1691691_2,ob,bug,'Thanks a lot John for fixing this ugly bug!' ,,,,,,,"[(""'"", '``'), ('Thanks', 'NN'), ('a', 'DT'), ('lot', 'NN'), ('John', 'NNP'), ('for', 'IN'), ('fixing', 'VBG'), ('this', 'DT'), ('ugly', 'JJ'), ('bug', 'NN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('det', 4, 3), ('dep', 2, 4), ('dep', 2, 5), ('case', 7, 6), ('dep', 2, 7), ('det', 10, 8), ('amod', 10, 9), ('obj', 7, 10), ('punct', 2, 11), ('punct', 2, 12)]",I 
498,684997_3,ob,issue,'836176 Thanks uwe I did look at the right one first I hate that AM / PM issue.',,,,,I ,I ,"[(""'"", '``'), ('836176', 'CD'), ('Thanks', 'NN'), ('uwe', 'NN'), ('I', 'PRP'), ('did', 'VBD'), ('look', 'VB'), ('at', 'IN'), ('the', 'DT'), ('right', 'JJ'), ('one', 'NN'), ('first', 'RB'), ('I', 'PRP'), ('hate', 'VBP'), ('that', 'DT'), ('AM', 'NN'), ('/', 'HYPH'), ('PM', 'NN'), ('issue', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('nummod', 3, 2), ('obl:tmod', 7, 3), ('dep', 3, 4), ('nsubj', 7, 5), ('aux', 7, 6), ('case', 11, 8), ('det', 11, 9), ('amod', 11, 10), ('obl', 7, 11), ('advmod', 7, 12), ('nsubj', 14, 13), ('parataxis', 7, 14), ('det', 19, 15), ('compound', 18, 16), ('punct', 18, 17), ('compound', 19, 18), ('obj', 14, 19), ('punct', 7, 20), ('punct', 7, 21)]",
499,495127_3,ob,that,'That is pretty ugly and still wo not cover certain cases but it will work for this user and previous users.' ,,,,,,it ,"[(""'"", '``'), ('That', 'DT'), ('is', 'VBZ'), ('pretty', 'RB'), ('ugly', 'JJ'), ('and', 'CC'), ('still', 'RB'), ('wo', 'MD'), ('not', 'RB'), ('cover', 'VB'), ('certain', 'JJ'), ('cases', 'NNS'), ('but', 'CC'), ('it', 'PRP'), ('will', 'MD'), ('work', 'VB'), ('for', 'IN'), ('this', 'DT'), ('user', 'NN'), ('and', 'CC'), ('previous', 'JJ'), ('users', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('cop', 5, 3), ('advmod', 5, 4), ('cc', 10, 6), ('advmod', 10, 7), ('aux', 10, 8), ('advmod', 10, 9), ('conj', 5, 10), ('amod', 12, 11), ('obj', 10, 12), ('cc', 16, 13), ('nsubj', 16, 14), ('aux', 16, 15), ('conj', 5, 16), ('case', 19, 17), ('det', 19, 18), ('obl', 16, 19), ('cc', 22, 20), ('amod', 22, 21), ('conj', 19, 22), ('punct', 5, 23), ('punct', 5, 24)]",I I 
500,1164276_1,ob,time (indir. trying to run the tests),'I am having a terrible time trying to run the tests in the provided testing structure of Gora ant/maven therefore I am running the tests completely isolated.' ,,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('having', 'VBG'), ('a', 'DT'), ('terrible', 'JJ'), ('time', 'NN'), ('trying', 'VBG'), ('to', 'TO'), ('run', 'VB'), ('the', 'DT'), ('tests', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('provided', 'VBN'), ('testing', 'NN'), ('structure', 'NN'), ('of', 'IN'), ('Gora', 'NNP'), ('ant', 'NN'), ('/', 'HYPH'), ('maven', 'NN'), ('therefore', 'RB'), ('I', 'PRP'), ('am', 'VBP'), ('running', 'VBG'), ('the', 'DT'), ('tests', 'NNS'), ('completely', 'RB'), ('isolated', 'VBN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('det', 7, 5), ('amod', 7, 6), ('obj', 4, 7), ('acl', 7, 8), ('mark', 10, 9), ('xcomp', 8, 10), ('det', 12, 11), ('obj', 10, 12), ('case', 17, 13), ('det', 17, 14), ('amod', 17, 15), ('compound', 17, 16), ('obl', 10, 17), ('case', 22, 18), ('compound', 22, 19), ('compound', 22, 20), ('punct', 22, 21), ('nmod', 17, 22), ('advmod', 26, 23), ('nsubj', 26, 24), ('aux', 26, 25), ('advcl', 10, 26), ('det', 28, 27), ('obj', 26, 28), ('advmod', 30, 29), ('xcomp', 26, 30), ('punct', 4, 31), ('punct', 4, 32)]",it 
501,439299_107,ob,destinations,'If you make the Destinations fairly dumb then you end up complicating your session implementations.' ,,,,,,you ,"[(""'"", '``'), ('If', 'IN'), ('you', 'PRP'), ('make', 'VBP'), ('the', 'DT'), ('Destinations', 'NNS'), ('fairly', 'RB'), ('dumb', 'JJ'), ('then', 'RB'), ('you', 'PRP'), ('end', 'VB'), ('up', 'RP'), ('complicating', 'VBG'), ('your', 'PRP$'), ('session', 'NN'), ('implementations', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 11), ('punct', 11, 1), ('mark', 4, 2), ('nsubj', 4, 3), ('advcl', 11, 4), ('det', 6, 5), ('nsubj', 8, 6), ('advmod', 8, 7), ('xcomp', 4, 8), ('advmod', 11, 9), ('nsubj', 11, 10), ('compound:prt', 11, 12), ('xcomp', 11, 13), ('nmod:poss', 16, 14), ('compound', 16, 15), ('obj', 13, 16), ('punct', 11, 17), ('punct', 11, 18)]",I 
502,573093_1,ob,HTMLOutputText,'I did not complain that the UTF-8 characters would be passed incorrectly I did complain that the HTMLOutputText does not work properly.',,,,,,I ,"[(""'"", '``'), ('I', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('complain', 'VB'), ('that', 'IN'), ('the', 'DT'), ('UTF', 'NN'), ('-', 'HYPH'), ('8', 'CD'), ('characters', 'NNS'), ('would', 'MD'), ('be', 'VB'), ('passed', 'VBN'), ('incorrectly', 'RB'), ('I', 'PRP'), ('did', 'VBD'), ('complain', 'VB'), ('that', 'IN'), ('the', 'DT'), ('HTMLOutputText', 'NNP'), ('does', 'VBZ'), ('not', 'RB'), ('work', 'VB'), ('properly', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('mark', 14, 6), ('det', 11, 7), ('compound', 11, 8), ('punct', 8, 9), ('nummod', 8, 10), ('nsubj:pass', 14, 11), ('aux', 14, 12), ('aux:pass', 14, 13), ('ccomp', 5, 14), ('advmod', 14, 15), ('nsubj', 18, 16), ('aux', 18, 17), ('parataxis', 14, 18), ('mark', 24, 19), ('det', 21, 20), ('nsubj', 24, 21), ('aux', 24, 22), ('advmod', 24, 23), ('ccomp', 18, 24), ('advmod', 24, 25), ('punct', 5, 26), ('punct', 5, 27)]",you 
503,335952_6,ob,forcing/burden,'Forcing people to iterate through the messages even for just one message and insert markup is not a good solution because it is an unreasonable burden.' ,,,,,,it ,"[(""'"", '``'), ('Forcing', 'VBG'), ('people', 'NNS'), ('to', 'TO'), ('iterate', 'VB'), ('through', 'IN'), ('the', 'DT'), ('messages', 'NNS'), ('even', 'RB'), ('for', 'IN'), ('just', 'RB'), ('one', 'CD'), ('message', 'NN'), ('and', 'CC'), ('insert', 'NN'), ('markup', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('good', 'JJ'), ('solution', 'NN'), ('because', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('an', 'DT'), ('unreasonable', 'JJ'), ('burden', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 21), ('punct', 21, 1), ('amod', 3, 2), ('nsubj', 5, 3), ('mark', 5, 4), ('csubj', 21, 5), ('case', 8, 6), ('det', 8, 7), ('obl', 5, 8), ('advmod', 13, 9), ('case', 13, 10), ('advmod', 12, 11), ('nummod', 13, 12), ('obl', 5, 13), ('cc', 16, 14), ('compound', 16, 15), ('conj', 13, 16), ('cop', 21, 17), ('advmod', 21, 18), ('det', 21, 19), ('amod', 21, 20), ('mark', 27, 22), ('nsubj', 27, 23), ('cop', 27, 24), ('det', 27, 25), ('amod', 27, 26), ('advcl', 21, 27), ('punct', 21, 28), ('punct', 21, 29)]",I 
504,924432_4,ob,figuring out the correct…,'I had a terrible time figuring out the correct patterns to exclude these files.' ,,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('had', 'VBD'), ('a', 'DT'), ('terrible', 'JJ'), ('time', 'NN'), ('figuring', 'VBG'), ('out', 'RP'), ('the', 'DT'), ('correct', 'JJ'), ('patterns', 'NNS'), ('to', 'TO'), ('exclude', 'VB'), ('these', 'DT'), ('files', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('det', 6, 4), ('amod', 6, 5), ('obj', 3, 6), ('acl', 6, 7), ('compound:prt', 7, 8), ('det', 11, 9), ('amod', 11, 10), ('obj', 7, 11), ('mark', 13, 12), ('xcomp', 7, 13), ('det', 15, 14), ('obj', 13, 15), ('punct', 3, 16), ('punct', 3, 17)]",it 
505,388295_1,ob,that/idea,'Thomas I think that is a really horrible idea.' ,,,,,,I ,"[(""'"", '``'), ('Thomas', 'NNP'), ('I', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('really', 'RB'), ('horrible', 'JJ'), ('idea', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 4, 2), ('nsubj', 4, 3), ('dep', 1, 4), ('nsubj', 10, 5), ('cop', 10, 6), ('det', 10, 7), ('advmod', 9, 8), ('amod', 10, 9), ('ccomp', 4, 10), ('punct', 4, 11), ('punct', 4, 12)]",I 
506,569585_3,ob,scripts,'What I did notice a while ago was that those scripts are very annoying when doing AJAX.' ,,,,,,,"[(""'"", '``'), ('What', 'WP'), ('I', 'PRP'), ('did', 'VBD'), ('notice', 'VB'), ('a', 'DT'), ('while', 'NN'), ('ago', 'RB'), ('was', 'VBD'), ('that', 'IN'), ('those', 'DT'), ('scripts', 'NNS'), ('are', 'VBP'), ('very', 'RB'), ('annoying', 'JJ'), ('when', 'WRB'), ('doing', 'VBG'), ('AJAX', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('obj', 5, 2), ('nsubj', 5, 3), ('aux', 5, 4), ('csubj', 9, 5), ('det', 7, 6), ('obl', 5, 7), ('advmod', 7, 8), ('dep', 1, 9), ('mark', 15, 10), ('det', 12, 11), ('nsubj', 15, 12), ('cop', 15, 13), ('advmod', 15, 14), ('ccomp', 9, 15), ('advmod', 18, 16), ('amod', 18, 17), ('advcl', 15, 18), ('punct', 9, 19), ('punct', 9, 20)]",I 
507,479595_1,ob,images,'It does not crash for me Java 1.7 Windows 7 64 bit pdfbox 2.0 but the images rendered are terrible.',,,,,,,"[(""'"", '``'), ('It', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('crash', 'VB'), ('for', 'IN'), ('me', 'PRP'), ('Java', 'NNP'), ('1.7', 'CD'), ('Windows', 'NNP'), ('7', 'CD'), ('64', 'CD'), ('bit', 'NN'), ('pdfbox', 'NN'), ('2.0', 'CD'), ('but', 'CC'), ('the', 'DT'), ('images', 'NNS'), ('rendered', 'VBN'), ('are', 'VBP'), ('terrible', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 5), ('punct', 5, 1), ('nsubj', 5, 2), ('aux', 5, 3), ('advmod', 5, 4), ('case', 7, 6), ('obl', 5, 7), ('compound', 10, 8), ('nummod', 10, 9), ('compound', 14, 10), ('nummod', 10, 11), ('nummod', 13, 12), ('compound', 14, 13), ('obj', 5, 14), ('nummod', 14, 15), ('cc', 21, 16), ('det', 18, 17), ('nsubj', 21, 18), ('amod', 18, 19), ('cop', 21, 20), ('conj', 14, 21), ('punct', 5, 22), ('punct', 5, 23)]",
